Load,Time,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation
6407.97856,2025-06-02 02:15:00,18.299999999999997,69.25,2.1750000000000003,0.0
6353.170048,2025-06-02 02:30:00,18.2,69.5,2.1500000000000004,0.0
6295.782784,2025-06-02 02:45:00,18.1,69.75,2.125,0.0
6245.07904,2025-06-02 03:00:00,18.0,70.0,2.1,0.0
6168.031072,2025-06-02 03:15:00,17.9,69.75,2.1,0.0
6124.742464,2025-06-02 03:30:00,17.8,69.5,2.1,0.0
6067.402624,2025-06-02 03:45:00,17.700000000000003,69.25,2.1,0.0
6007.849888,2025-06-02 04:00:00,17.6,69.0,2.1,0.0
5958.751552,2025-06-02 04:15:00,17.700000000000003,68.25,2.125,0.75
5919.048448,2025-06-02 04:30:00,17.8,67.5,2.1500000000000004,1.5
5872.043104,2025-06-02 04:45:00,17.9,66.75,2.1750000000000003,2.25
5830.335616,2025-06-02 05:00:00,18.0,66.0,2.2,3.0
5764.587808,2025-06-02 05:15:00,17.975,66.5,2.225,6.75
5712.129568,2025-06-02 05:30:00,17.95,67.0,2.25,10.5
5631.93952,2025-06-02 05:45:00,17.924999999999997,67.5,2.275,14.25
5576.68096,2025-06-02 06:00:00,17.9,68.0,2.3,18.0
5562.7216,2025-06-02 06:15:00,18.174999999999997,67.75,2.3499999999999996,42.25
5557.91968,2025-06-02 06:30:00,18.45,67.5,2.4,66.5
5564.477056,2025-06-02 06:45:00,18.725,67.25,2.45,90.75
5561.915296,2025-06-02 07:00:00,19.0,67.0,2.5,115.0
5573.94064,2025-06-02 07:15:00,19.4,66.25,2.675,159.0
5636.990272,2025-06-02 07:30:00,19.8,65.5,2.85,203.0
5820.213472,2025-06-02 07:45:00,20.200000000000003,64.75,3.0250000000000004,247.0
6177.912832,2025-06-02 08:00:00,20.6,64.0,3.2,291.0
6674.724064,2025-06-02 08:15:00,21.0,62.75,3.2750000000000004,312.75
6878.335936,2025-06-02 08:30:00,21.4,61.5,3.35,334.5
7032.374656,2025-06-02 08:45:00,21.8,60.25,3.425,356.25
7144.074976,2025-06-02 09:00:00,22.2,59.0,3.5,378.0
7245.331072,2025-06-02 09:15:00,22.9,55.25,3.75,446.25
7355.63872,2025-06-02 09:30:00,23.6,51.5,4.0,514.5
7473.532192,2025-06-02 09:45:00,24.3,47.75,4.25,582.75
7535.42128,2025-06-02 10:00:00,25.0,44.0,4.5,651.0
7645.954816,2025-06-02 10:15:00,25.1,43.75,4.825,676.25
7727.243584,2025-06-02 10:30:00,25.2,43.5,5.15,701.5
7763.936416,2025-06-02 10:45:00,25.299999999999997,43.25,5.475,726.75
7790.70112,2025-06-02 11:00:00,25.4,43.0,5.8,752.0
7824.45856,2025-06-02 11:15:00,25.4,42.75,5.95,771.5
7714.827328,2025-06-02 11:30:00,25.4,42.5,6.1,791.0
7476.706528,2025-06-02 11:45:00,25.4,42.25,6.25,810.5
6974.127328,2025-06-02 12:00:00,25.4,42.0,6.4,830.0
6601.24144,2025-06-02 12:15:00,25.224999999999998,41.75,6.4,801.25
6619.192192,2025-06-02 12:30:00,25.049999999999997,41.5,6.4,772.5
6645.531232,2025-06-02 12:45:00,24.875,41.25,6.4,743.75
6718.147648,2025-06-02 13:00:00,24.7,41.0,6.4,715.0
6791.83984,2025-06-02 13:15:00,24.825,41.25,6.075,686.5
7027.537696,2025-06-02 13:30:00,24.95,41.5,5.75,658.0
7412.502304,2025-06-02 13:45:00,25.075,41.75,5.425,629.5
7502.21872,2025-06-02 14:00:00,25.2,42.0,5.1,601.0
7613.30032,2025-06-02 14:15:00,24.75,43.0,4.3,529.25
7661.3584,2025-06-02 14:30:00,24.299999999999997,44.0,3.5,457.5
7686.552352,2025-06-02 14:45:00,23.849999999999998,45.0,2.6999999999999997,385.75
7685.21968,2025-06-02 15:00:00,23.4,46.0,1.9,314.0
7700.572192,2025-06-02 15:15:00,23.825,44.75,2.35,341.25
7748.707648,2025-06-02 15:30:00,24.25,43.5,2.8,368.5
7764.303904,2025-06-02 15:45:00,24.675,42.25,3.25,395.75
7766.534656,2025-06-02 16:00:00,25.1,41.0,3.7,423.0
7783.45984,2025-06-02 16:15:00,24.875,42.5,3.6500000000000004,385.75
7783.484704,2025-06-02 16:30:00,24.65,44.0,3.6,348.5
7727.892352,2025-06-02 16:45:00,24.425,45.5,3.55,311.25
7629.828928,2025-06-02 17:00:00,24.2,47.0,3.5,274.0
7489.91968,2025-06-02 17:15:00,23.975,47.75,3.1,246.75
7211.754976,2025-06-02 17:30:00,23.75,48.5,2.7,219.5
6914.905984,2025-06-02 17:45:00,23.525,49.25,2.3,192.25
6747.716416,2025-06-02 18:00:00,23.3,50.0,1.9,165.0
6610.674016,2025-06-02 18:15:00,22.775,52.25,2.0,137.0
6636.327808,2025-06-02 18:30:00,22.25,54.5,2.0999999999999996,109.0
6656.842624,2025-06-02 18:45:00,21.725,56.75,2.1999999999999997,81.0
6712.310272,2025-06-02 19:00:00,21.2,59.0,2.3,53.0
6851.370112,2025-06-02 19:15:00,20.7,62.75,2.05,40.25
6954.122464,2025-06-02 19:30:00,20.2,66.5,1.7999999999999998,27.5
7008.196576,2025-06-02 19:45:00,19.7,70.25,1.55,14.75
7007.843584,2025-06-02 20:00:00,19.2,74.0,1.3,2.0
7087.696576,2025-06-02 20:15:00,18.925,76.25,1.025,1.5
7158.19984,2025-06-02 20:30:00,18.65,78.5,0.75,1.0
7194.931552,2025-06-02 20:45:00,18.375,80.75,0.475,0.5
7204.9384,2025-06-02 21:00:00,18.1,83.0,0.2,0.0
7272.404704,2025-06-02 21:15:00,17.875,83.5,0.4,0.0
7319.8984,2025-06-02 21:30:00,17.65,84.0,0.6000000000000001,0.0
7333.005184,2025-06-02 21:45:00,17.425,84.5,0.8,0.0
7319.292352,2025-06-02 22:00:00,17.2,85.0,1.0,0.0
7313.313472,2025-06-02 22:15:00,17.35,76.5,1.775,0.0
7230.03904,2025-06-02 22:30:00,17.5,68.0,2.55,0.0
7118.217376,2025-06-02 22:45:00,17.65,59.5,3.3249999999999997,0.0
6994.628608,2025-06-02 23:00:00,17.8,51.0,4.1,0.0
6847.127488,2025-06-02 23:15:00,17.95,46.75,4.199999999999999,0.0
6730.870912,2025-06-02 23:30:00,18.1,42.5,4.3,0.0
6575.794816,2025-06-02 23:45:00,18.25,38.25,4.4,0.0
6462.30016,2025-06-03 00:00:00,18.4,34.0,4.5,0.0
6397.752832,2025-06-03 00:15:00,18.049999999999997,35.5,4.225,0.0
6335.74144,2025-06-03 00:30:00,17.7,37.0,3.95,0.0
6273.777376,2025-06-03 00:45:00,17.35,38.5,3.675,0.0
6224.969728,2025-06-03 01:00:00,17.0,40.0,3.4,0.0
6156.654976,2025-06-03 01:15:00,16.7,41.5,3.275,0.0
6090.713152,2025-06-03 01:30:00,16.4,43.0,3.15,0.0
6027.39904,2025-06-03 01:45:00,16.1,44.5,3.025,0.0
5963.073472,2025-06-03 02:00:00,15.8,46.0,2.9,0.0
5920.66144,2025-06-03 02:15:00,15.600000000000001,47.0,2.825,0.0
5866.444864,2025-06-03 02:30:00,15.4,48.0,2.75,0.0
5807.926528,2025-06-03 02:45:00,15.2,49.0,2.675,0.0
5766.510112,2025-06-03 03:00:00,15.0,50.0,2.6,0.0
5720.146048,2025-06-03 03:15:00,14.8,51.25,2.575,0.0
5674.811392,2025-06-03 03:30:00,14.6,52.5,2.55,0.0
5628.575776,2025-06-03 03:45:00,14.399999999999999,53.75,2.525,0.0
5595.315136,2025-06-03 04:00:00,14.2,55.0,2.5,0.0
5548.174816,2025-06-03 04:15:00,14.1,55.5,2.575,2.0
5518.97824,2025-06-03 04:30:00,14.0,56.0,2.65,4.0
5492.088928,2025-06-03 04:45:00,13.9,56.5,2.7249999999999996,6.0
5469.462784,2025-06-03 05:00:00,13.8,57.0,2.8,8.0
5447.016256,2025-06-03 05:15:00,14.225000000000001,54.75,2.925,27.25
5408.7016,2025-06-03 05:30:00,14.65,52.5,3.05,46.5
5386.349728,2025-06-03 05:45:00,15.075,50.25,3.175,65.75
5384.611552,2025-06-03 06:00:00,15.5,48.0,3.3,85.0
5434.977376,2025-06-03 06:15:00,16.125,46.25,3.1999999999999997,121.5
5460.350752,2025-06-03 06:30:00,16.75,44.5,3.0999999999999996,158.0
5506.833952,2025-06-03 06:45:00,17.375,42.75,3.0,194.5
5582.434816,2025-06-03 07:00:00,18.0,41.0,2.9,231.0
5728.416736,2025-06-03 07:15:00,18.65,37.75,3.225,273.5
6018.530272,2025-06-03 07:30:00,19.3,34.5,3.55,316.0
6644.448928,2025-06-03 07:45:00,19.950000000000003,31.25,3.875,358.5
8006.702464,2025-06-03 08:00:00,20.6,28.0,4.2,401.0
9144.47968,2025-06-03 08:15:00,20.85,27.5,4.475,442.75
9643.703104,2025-06-03 08:30:00,21.1,27.0,4.75,484.5
9952.397536,2025-06-03 08:45:00,21.35,26.5,5.025,526.25
10147.425664,2025-06-03 09:00:00,21.6,26.0,5.3,568.0
10315.73872,2025-06-03 09:15:00,21.950000000000003,25.5,5.6,602.75
10446.896896,2025-06-03 09:30:00,22.3,25.0,5.9,637.5
10577.72032,2025-06-03 09:45:00,22.65,24.5,6.2,672.25
10661.526208,2025-06-03 10:00:00,23.0,24.0,6.5,707.0
10762.215616,2025-06-03 10:15:00,23.125,24.0,6.65,676.5
10843.21936,2025-06-03 10:30:00,23.25,24.0,6.8,646.0
10870.93936,2025-06-03 10:45:00,23.375,24.0,6.949999999999999,615.5
10884.0184,2025-06-03 11:00:00,23.5,24.0,7.1,585.0
10887.64192,2025-06-03 11:15:00,23.7,23.5,6.925,599.25
10710.706528,2025-06-03 11:30:00,23.9,23.0,6.75,613.5
10289.529088,2025-06-03 11:45:00,24.1,22.5,6.575,627.75
9260.049088,2025-06-03 12:00:00,24.3,22.0,6.4,642.0
8347.88032,2025-06-03 12:15:00,24.55,22.0,6.425000000000001,674.25
8500.406848,2025-06-03 12:30:00,24.8,22.0,6.45,706.5
8584.74064,2025-06-03 12:45:00,25.05,22.0,6.475,738.75
8723.844064,2025-06-03 13:00:00,25.3,22.0,6.5,771.0
8924.546848,2025-06-03 13:15:00,25.4,22.0,6.575,771.25
9538.682464,2025-06-03 13:30:00,25.5,22.0,6.65,771.5
10334.828128,2025-06-03 13:45:00,25.6,22.0,6.725,771.75
10503.57904,2025-06-03 14:00:00,25.7,22.0,6.8,772.0
10691.38,2025-06-03 14:15:00,25.275,23.5,7.075,738.0
10737.885664,2025-06-03 14:30:00,24.85,25.0,7.35,704.0
10794.084064,2025-06-03 14:45:00,24.425,26.5,7.625,670.0
10804.954336,2025-06-03 15:00:00,24.0,28.0,7.9,636.0
10838.229088,2025-06-03 15:15:00,24.125,27.0,7.4750000000000005,577.5
10900.202464,2025-06-03 15:30:00,24.25,26.0,7.050000000000001,519.0
10881.983104,2025-06-03 15:45:00,24.375,25.0,6.625,460.5
10855.403104,2025-06-03 16:00:00,24.5,24.0,6.2,402.0
10802.284384,2025-06-03 16:15:00,24.275,24.75,6.35,388.5
10790.945344,2025-06-03 16:30:00,24.05,25.5,6.5,375.0
10690.774336,2025-06-03 16:45:00,23.825000000000003,26.25,6.65,361.5
10475.942464,2025-06-03 17:00:00,23.6,27.0,6.8,348.0
10177.28032,2025-06-03 17:15:00,23.225,28.75,6.375,299.0
9430.44064,2025-06-03 17:30:00,22.85,30.5,5.949999999999999,250.0
8811.190048,2025-06-03 17:45:00,22.475,32.25,5.5249999999999995,201.0
8615.213152,2025-06-03 18:00:00,22.1,34.0,5.1,152.0
8579.868448,2025-06-03 18:15:00,21.825000000000003,34.75,4.85,128.5
8873.115616,2025-06-03 18:30:00,21.55,35.5,4.6,105.0
9255.217216,2025-06-03 18:45:00,21.275,36.25,4.35,81.5
9405.756256,2025-06-03 19:00:00,21.0,37.0,4.1,58.0
9600.863104,2025-06-03 19:15:00,20.65,38.25,3.75,44.0
9675.986848,2025-06-03 19:30:00,20.3,39.5,3.4,30.0
9639.945664,2025-06-03 19:45:00,19.950000000000003,40.75,3.05,16.0
9534.18064,2025-06-03 20:00:00,19.6,42.0,2.7,2.0
9514.074976,2025-06-03 20:15:00,19.650000000000002,41.25,2.9250000000000003,1.5
9501.825664,2025-06-03 20:30:00,19.700000000000003,40.5,3.1500000000000004,1.0
9435.655936,2025-06-03 20:45:00,19.75,39.75,3.375,0.5
9256.226848,2025-06-03 21:00:00,19.8,39.0,3.6,0.0
9078.766528,2025-06-03 21:15:00,19.25,41.0,3.75,0.0
8970.035296,2025-06-03 21:30:00,18.700000000000003,43.0,3.9000000000000004,0.0
8753.97904,2025-06-03 21:45:00,18.150000000000002,45.0,4.05,0.0
8571.804064,2025-06-03 22:00:00,17.6,47.0,4.2,0.0
8344.66096,2025-06-03 22:15:00,17.5,47.75,4.35,0.0
8186.247808,2025-06-03 22:30:00,17.4,48.5,4.5,0.0
7929.469888,2025-06-03 22:45:00,17.3,49.25,4.65,0.0
7737.807808,2025-06-03 23:00:00,17.2,50.0,4.8,0.0
7496.952832,2025-06-03 23:15:00,17.075,50.5,4.675,0.0
7315.990912,2025-06-03 23:30:00,16.95,51.0,4.55,0.0
7128.60016,2025-06-03 23:45:00,16.825,51.5,4.425,0.0
7010.647648,2025-06-04 00:00:00,16.7,52.0,4.3,0.0
6944.215936,2025-06-04 00:15:00,16.65,52.25,4.25,0.0
6889.450048,2025-06-04 00:30:00,16.6,52.5,4.199999999999999,0.0
6843.228448,2025-06-04 00:45:00,16.55,52.75,4.1499999999999995,0.0
6818.823904,2025-06-04 01:00:00,16.5,53.0,4.1,0.0
6751.0384,2025-06-04 01:15:00,16.475,52.75,4.05,0.0
6694.782784,2025-06-04 01:30:00,16.45,52.5,4.0,0.0
6650.290048,2025-06-04 01:45:00,16.424999999999997,52.25,3.9499999999999997,0.0
6588.594976,2025-06-04 02:00:00,16.4,52.0,3.9,0.0
6559.797376,2025-06-04 02:15:00,16.25,52.5,3.725,0.0
6520.390912,2025-06-04 02:30:00,16.1,53.0,3.55,0.0
6478.16032,2025-06-04 02:45:00,15.95,53.5,3.375,0.0
6434.264704,2025-06-04 03:00:00,15.8,54.0,3.2,0.0
6389.641984,2025-06-04 03:15:00,15.675,54.5,3.0500000000000003,0.0
6341.533312,2025-06-04 03:30:00,15.55,55.0,2.9000000000000004,0.0
6296.903584,2025-06-04 03:45:00,15.425,55.5,2.75,0.0
6251.82016,2025-06-04 04:00:00,15.3,56.0,2.6,0.0
6221.623744,2025-06-04 04:15:00,15.275,56.0,2.65,1.75
6170.947648,2025-06-04 04:30:00,15.25,56.0,2.7,3.5
6156.292672,2025-06-04 04:45:00,15.225,56.0,2.75,5.25
6130.292512,2025-06-04 05:00:00,15.2,56.0,2.8,7.0
6099.304864,2025-06-04 05:15:00,15.55,54.0,2.9,24.75
6055.19872,2025-06-04 05:30:00,15.9,52.0,3.0,42.5
6042.674656,2025-06-04 05:45:00,16.25,50.0,3.1,60.25
6022.806688,2025-06-04 06:00:00,16.6,48.0,3.2,78.0
6057.433312,2025-06-04 06:15:00,17.125,46.25,3.1,113.25
6080.448928,2025-06-04 06:30:00,17.65,44.5,3.0,148.5
6130.848928,2025-06-04 06:45:00,18.175,42.75,2.9,183.75
6199.349728,2025-06-04 07:00:00,18.7,41.0,2.8,219.0
6323.294656,2025-06-04 07:15:00,19.225,39.0,3.05,261.25
6559.608448,2025-06-04 07:30:00,19.75,37.0,3.3,303.5
7081.116256,2025-06-04 07:45:00,20.275,35.0,3.55,345.75
8214.306208,2025-06-04 08:00:00,20.8,33.0,3.8,388.0
9221.305984,2025-06-04 08:15:00,21.3,32.25,3.75,429.25
9716.0584,2025-06-04 08:30:00,21.8,31.5,3.7,470.5
9988.484704,2025-06-04 08:45:00,22.3,30.75,3.65,511.75
10166.907808,2025-06-04 09:00:00,22.8,30.0,3.6,553.0
10317.473152,2025-06-04 09:15:00,23.15,29.25,3.75,589.0
10440.88192,2025-06-04 09:30:00,23.5,28.5,3.9000000000000004,625.0
10566.994336,2025-06-04 09:45:00,23.85,27.75,4.05,661.0
10635.503104,2025-06-04 10:00:00,24.2,27.0,4.2,697.0
10684.3384,2025-06-04 10:15:00,24.575,26.0,4.4,723.5
10768.534336,2025-06-04 10:30:00,24.95,25.0,4.6,750.0
10789.369408,2025-06-04 10:45:00,25.325,24.0,4.8,776.5
10787.19808,2025-06-04 11:00:00,25.7,23.0,5.0,803.0
10769.83936,2025-06-04 11:15:00,26.025,22.25,4.975,817.5
10528.69936,2025-06-04 11:30:00,26.35,21.5,4.95,832.0
10090.504384,2025-06-04 11:45:00,26.675,20.75,4.925000000000001,846.5
8863.971232,2025-06-04 12:00:00,27.0,20.0,4.9,861.0
8125.745344,2025-06-04 12:15:00,27.15,19.75,4.8500000000000005,860.0
8272.266208,2025-06-04 12:30:00,27.3,19.5,4.800000000000001,859.0
8351.8216,2025-06-04 12:45:00,27.450000000000003,19.25,4.75,858.0
8484.623104,2025-06-04 13:00:00,27.6,19.0,4.7,857.0
8701.192192,2025-06-04 13:15:00,27.825000000000003,18.75,4.475,841.5
9245.105344,2025-06-04 13:30:00,28.05,18.5,4.25,826.0
10067.574016,2025-06-04 13:45:00,28.275,18.25,4.025,810.5
10222.973152,2025-06-04 14:00:00,28.5,18.0,3.8,795.0
10429.009408,2025-06-04 14:15:00,28.6,17.75,3.5749999999999997,769.0
10467.269728,2025-06-04 14:30:00,28.7,17.5,3.3499999999999996,743.0
10456.436896,2025-06-04 14:45:00,28.799999999999997,17.25,3.125,717.0
10486.413472,2025-06-04 15:00:00,28.9,17.0,2.9,691.0
10520.856256,2025-06-04 15:15:00,29.0,17.0,2.875,651.5
10545.690592,2025-06-04 15:30:00,29.1,17.0,2.8499999999999996,612.0
10551.956896,2025-06-04 15:45:00,29.2,17.0,2.8249999999999997,572.5
10530.930592,2025-06-04 16:00:00,29.3,17.0,2.8,533.0
10552.743424,2025-06-04 16:15:00,29.225,17.25,2.25,490.0
10580.345344,2025-06-04 16:30:00,29.15,17.5,1.7,447.0
10497.985024,2025-06-04 16:45:00,29.075,17.75,1.15,404.0
10298.852512,2025-06-04 17:00:00,29.0,18.0,0.6,361.0
10047.070048,2025-06-04 17:15:00,27.9,21.0,1.625,318.75
9314.773792,2025-06-04 17:30:00,26.8,24.0,2.6500000000000004,276.5
8716.07872,2025-06-04 17:45:00,25.700000000000003,27.0,3.6750000000000003,234.25
8491.9,2025-06-04 18:00:00,24.6,30.0,4.7,192.0
8484.437536,2025-06-04 18:15:00,24.125,31.0,4.45,159.5
8777.850592,2025-06-04 18:30:00,23.65,32.0,4.2,127.0
9171.425344,2025-06-04 18:45:00,23.175,33.0,3.95,94.5
9304.136896,2025-06-04 19:00:00,22.7,34.0,3.7,62.0
9539.896576,2025-06-04 19:15:00,22.4,34.75,3.7,47.0
9614.554336,2025-06-04 19:30:00,22.1,35.5,3.7,32.0
9606.68128,2025-06-04 19:45:00,21.8,36.25,3.7,17.0
9490.9,2025-06-04 20:00:00,21.5,37.0,3.7,2.0
9470.666848,2025-06-04 20:15:00,21.2,38.75,3.95,1.5
9464.38,2025-06-04 20:30:00,20.9,40.5,4.2,1.0
9389.097856,2025-06-04 20:45:00,20.6,42.25,4.45,0.5
9239.591872,2025-06-04 21:00:00,20.3,44.0,4.7,0.0
9070.64128,2025-06-04 21:15:00,20.075,46.0,4.675,0.0
8891.745664,2025-06-04 21:30:00,19.85,48.0,4.65,0.0
8686.28032,2025-06-04 21:45:00,19.625,50.0,4.625,0.0
8518.437856,2025-06-04 22:00:00,19.4,52.0,4.6,0.0
8283.992512,2025-06-04 22:15:00,19.25,53.5,4.5,0.0
8076.007168,2025-06-04 22:30:00,19.1,55.0,4.4,0.0
7822.837216,2025-06-04 22:45:00,18.95,56.5,4.3,0.0
7620.567328,2025-06-04 23:00:00,18.8,58.0,4.2,0.0
7351.949728,2025-06-04 23:15:00,18.775,58.5,4.25,0.0
7179.308608,2025-06-04 23:30:00,18.75,59.0,4.300000000000001,0.0
6969.024064,2025-06-04 23:45:00,18.725,59.5,4.3500000000000005,0.0
6828.00112,2025-06-05 00:00:00,18.7,60.0,4.4,0.0
6736.790272,2025-06-05 00:15:00,18.575,61.25,4.325,0.0
6687.9616,2025-06-05 00:30:00,18.45,62.5,4.25,0.0
6618.864064,2025-06-05 00:45:00,18.325,63.75,4.175,0.0
6567.15904,2025-06-05 01:00:00,18.2,65.0,4.1,0.0
6541.631392,2025-06-05 01:15:00,18.05,66.5,3.7749999999999995,0.0
6494.483584,2025-06-05 01:30:00,17.9,68.0,3.4499999999999997,0.0
6455.382304,2025-06-05 01:45:00,17.75,69.5,3.125,0.0
6402.613312,2025-06-05 02:00:00,17.6,71.0,2.8,0.0
6347.970112,2025-06-05 02:15:00,17.55,71.0,2.8,0.0
6307.824064,2025-06-05 02:30:00,17.5,71.0,2.8,0.0
6263.994016,2025-06-05 02:45:00,17.45,71.0,2.8,0.0
6216.002944,2025-06-05 03:00:00,17.4,71.0,2.8,0.0
6159.211552,2025-06-05 03:15:00,17.5,69.25,2.875,0.0
6123.032992,2025-06-05 03:30:00,17.6,67.5,2.95,0.0
6090.874816,2025-06-05 03:45:00,17.7,65.75,3.025,0.0
6055.686208,2025-06-05 04:00:00,17.8,64.0,3.1,0.0
6012.14176,2025-06-05 04:15:00,17.975,61.5,3.225,2.0
5992.611712,2025-06-05 04:30:00,18.15,59.0,3.35,4.0
5958.152512,2025-06-05 04:45:00,18.325,56.5,3.475,6.0
5946.769408,2025-06-05 05:00:00,18.5,54.0,3.6,8.0
5938.46032,2025-06-05 05:15:00,19.025,51.0,3.75,26.75
5910.841984,2025-06-05 05:30:00,19.55,48.0,3.9000000000000004,45.5
5874.668128,2025-06-05 05:45:00,20.075000000000003,45.0,4.05,64.25
5872.192672,2025-06-05 06:00:00,20.6,42.0,4.2,83.0
5948.02096,2025-06-05 06:15:00,21.35,40.25,4.175,117.5
5977.6216,2025-06-05 06:30:00,22.1,38.5,4.15,152.0
6041.204704,2025-06-05 06:45:00,22.85,36.75,4.125,186.5
6081.752032,2025-06-05 07:00:00,23.6,35.0,4.1,221.0
6176.850112,2025-06-05 07:15:00,24.225,34.0,4.2749999999999995,258.75
6439.906528,2025-06-05 07:30:00,24.85,33.0,4.449999999999999,296.5
6953.26,2025-06-05 07:45:00,25.475,32.0,4.625,334.25
8118.189088,2025-06-05 08:00:00,26.1,31.0,4.8,372.0
9091.463104,2025-06-05 08:15:00,26.425,31.0,4.475,364.25
9504.392512,2025-06-05 08:30:00,26.75,31.0,4.15,356.5
9813.93808,2025-06-05 08:45:00,27.075,31.0,3.825,348.75
9968.629408,2025-06-05 09:00:00,27.4,31.0,3.5,341.0
10071.845344,2025-06-05 09:15:00,28.049999999999997,30.0,3.675,405.0
10176.593152,2025-06-05 09:30:00,28.7,29.0,3.85,469.0
10273.63936,2025-06-05 09:45:00,29.35,28.0,4.025,533.0
10316.29936,2025-06-05 10:00:00,30.0,27.0,4.2,597.0
10385.063104,2025-06-05 10:15:00,30.75,25.75,4.25,645.25
10463.00032,2025-06-05 10:30:00,31.5,24.5,4.300000000000001,693.5
10458.304384,2025-06-05 10:45:00,32.25,23.25,4.3500000000000005,741.75
10468.088128,2025-06-05 11:00:00,33.0,22.0,4.4,790.0
10446.425344,2025-06-05 11:15:00,33.1,22.5,4.7,800.5
10228.070272,2025-06-05 11:30:00,33.2,23.0,5.0,811.0
9799.574656,2025-06-05 11:45:00,33.3,23.5,5.3,821.5
8692.03936,2025-06-05 12:00:00,33.4,24.0,5.6,832.0
7864.930048,2025-06-05 12:15:00,33.35,24.75,5.7749999999999995,831.25
7960.78,2025-06-05 12:30:00,33.3,25.5,5.949999999999999,830.5
8033.284384,2025-06-05 12:45:00,33.25,26.25,6.125,829.75
8193.12064,2025-06-05 13:00:00,33.2,27.0,6.3,829.0
8399.189728,2025-06-05 13:15:00,33.2,27.0,6.225,804.5
9001.695616,2025-06-05 13:30:00,33.2,27.0,6.15,780.0
9793.609408,2025-06-05 13:45:00,33.2,27.0,6.075,755.5
9929.070592,2025-06-05 14:00:00,33.2,27.0,6.0,731.0
10067.369728,2025-06-05 14:15:00,32.800000000000004,27.5,5.3,641.0
10072.990048,2025-06-05 14:30:00,32.400000000000006,28.0,4.6,551.0
10047.245344,2025-06-05 14:45:00,32.0,28.5,3.9000000000000004,461.0
10033.902784,2025-06-05 15:00:00,31.6,29.0,3.2,371.0
10009.557856,2025-06-05 15:15:00,31.6,29.75,3.2750000000000004,380.75
10038.465664,2025-06-05 15:30:00,31.6,30.5,3.35,390.5
10038.803104,2025-06-05 15:45:00,31.6,31.25,3.425,400.25
10057.702144,2025-06-05 16:00:00,31.6,32.0,3.5,410.0
10071.976576,2025-06-05 16:15:00,31.1,33.25,3.4,351.75
10069.497856,2025-06-05 16:30:00,30.6,34.5,3.3,293.5
10019.496256,2025-06-05 16:45:00,30.1,35.75,3.2,235.25
9833.31904,2025-06-05 17:00:00,29.6,37.0,3.1,177.0
9614.235616,2025-06-05 17:15:00,29.175,38.25,2.95,163.25
8903.728768,2025-06-05 17:30:00,28.75,39.5,2.8,149.5
8404.033792,2025-06-05 17:45:00,28.325,40.75,2.65,135.75
8208.234016,2025-06-05 18:00:00,27.9,42.0,2.5,122.0
8231.396896,2025-06-05 18:15:00,27.424999999999997,43.75,2.925,97.25
8526.224704,2025-06-05 18:30:00,26.95,45.5,3.35,72.5
8840.832832,2025-06-05 18:45:00,26.475,47.25,3.7750000000000004,47.75
8946.74128,2025-06-05 19:00:00,26.0,49.0,4.2,23.0
9134.726848,2025-06-05 19:15:00,25.55,49.75,4.15,17.75
9172.49872,2025-06-05 19:30:00,25.1,50.5,4.1,12.5
9164.45968,2025-06-05 19:45:00,24.65,51.25,4.05,7.25
9035.324704,2025-06-05 20:00:00,24.2,52.0,4.0,2.0
9033.67936,2025-06-05 20:15:00,24.25,52.75,3.825,1.5
9025.970272,2025-06-05 20:30:00,24.299999999999997,53.5,3.65,1.0
8949.875296,2025-06-05 20:45:00,24.349999999999998,54.25,3.4749999999999996,0.5
8800.875616,2025-06-05 21:00:00,24.4,55.0,3.3,0.0
8638.826848,2025-06-05 21:15:00,24.15,55.5,3.3,0.0
8486.096896,2025-06-05 21:30:00,23.9,56.0,3.3,0.0
8283.325024,2025-06-05 21:45:00,23.65,56.5,3.3,0.0
8097.592192,2025-06-05 22:00:00,23.4,57.0,3.3,0.0
7884.354016,2025-06-05 22:15:00,23.349999999999998,57.0,3.3,0.0
7671.609088,2025-06-05 22:30:00,23.299999999999997,57.0,3.3,0.0
7450.627648,2025-06-05 22:45:00,23.25,57.0,3.3,0.0
7242.733792,2025-06-05 23:00:00,23.2,57.0,3.3,0.0
6988.042624,2025-06-05 23:15:00,23.05,57.25,3.05,0.0
6795.871072,2025-06-05 23:30:00,22.9,57.5,2.8,0.0
6610.706368,2025-06-05 23:45:00,22.75,57.75,2.55,0.0
6464.153632,2025-06-06 00:00:00,22.6,58.0,2.3,0.0
6382.27936,2025-06-06 00:15:00,22.400000000000002,58.5,2.275,0.0
6346.389088,2025-06-06 00:30:00,22.200000000000003,59.0,2.25,0.0
6297.071872,2025-06-06 00:45:00,22.0,59.5,2.225,0.0
6242.042464,2025-06-06 01:00:00,21.8,60.0,2.2,0.0
6201.374656,2025-06-06 01:15:00,21.6,60.25,2.2,0.0
6150.785344,2025-06-06 01:30:00,21.4,60.5,2.2,0.0
6109.469248,2025-06-06 01:45:00,21.2,60.75,2.2,0.0
6060.790048,2025-06-06 02:00:00,21.0,61.0,2.2,0.0
6020.7592,2025-06-06 02:15:00,20.925,61.0,1.9500000000000002,0.0
5971.3984,2025-06-06 02:30:00,20.85,61.0,1.7000000000000002,0.0
